"Time_Iter","Outer_Iter","Inner_Iter",     "rms[P]"     ,     "rms[U]"     ,     "rms[V]"     ,     "rms[nu]"    
          0,           0,        2720,      -6.190748894,      -7.524332356,      -7.439296517,      -11.93255415
          0,           0,        2721,      -6.190978238,      -7.555148638,      -7.471861911,      -11.95314328
          0,           0,        2722,      -6.191142156,      -7.575982056,      -7.492126977,       -11.9900365
          0,           0,        2723,      -6.191327466,      -7.582561327,      -7.494707077,      -12.03682249
          0,           0,        2724,      -6.191424906,      -7.578209599,      -7.485165767,      -12.07759679
          0,           0,        2725,      -6.191349336,      -7.571260434,      -7.474589976,      -12.09312132
          0,           0,        2726,      -6.191515098,      -7.570181842,       -7.47268967,      -12.08091372
          0,           0,        2727,       -6.29520116,      -7.581281302,      -7.485817951,      -11.94920787
          0,           0,        2728,      -6.177857301,      -7.120854139,       -7.17056866,      -11.99515225
          0,           0,        2729,      -6.184827856,      -7.282530231,      -7.284186873,      -11.99358968
          0,           0,        2730,      -6.187873025,      -7.387618158,      -7.370593895,      -12.00888527
          0,           0,        2731,       -6.18903539,      -7.475709246,      -7.443650817,      -12.04775069
          0,           0,        2732,      -6.189498556,       -7.55422316,      -7.486322485,      -12.09639415
          0,           0,        2733,      -6.301296277,       -7.62562003,      -7.532948762,      -11.97658679
          0,           0,        2734,      -6.174816583,      -7.091346418,      -7.142357027,      -12.09642418
          0,           0,        2735,      -6.182958382,      -7.269046877,      -7.263747046,      -12.10824956
          0,           0,        2736,      -6.186715198,      -7.373746831,      -7.351596472,      -12.10972278
          0,           0,        2737,       -6.18822716,      -7.461187155,      -7.433094591,      -12.12130969
          0,           0,        2738,      -6.314495026,      -7.546286242,      -7.491845794,       -11.9748166
          0,           0,        2739,      -6.170935041,      -7.040831811,      -7.100226141,      -12.11196349
          0,           0,        2740,      -6.180824449,      -7.243162364,      -7.267000157,      -12.13099178
          0,           0,        2741,      -6.185452094,      -7.357847302,      -7.363239347,       -12.1497665
          0,           0,        2742,      -6.187354314,      -7.451751865,      -7.458895825,      -12.20573981
          0,           0,        2743,      -6.188210385,      -7.538896019,      -7.503277346,       -12.2483934
          0,           0,        2744,      -6.294867615,      -7.635750497,      -7.576091228,      -12.04805831
          0,           0,        2745,      -6.175311244,      -7.120840668,      -7.172587793,      -12.18017934
          0,           0,        2746,      -6.182998227,      -7.310172307,       -7.30521891,      -12.17966436
          0,           0,        2747,        -6.1866618,      -7.420791585,        -7.4082288,      -12.18794658
          0,           0,        2748,      -6.188168368,      -7.516027631,      -7.506605581,      -12.22473409
          0,           0,        2749,      -6.321038346,      -7.610462071,      -7.574411981,       -12.0029346
          0,           0,        2750,      -6.169278778,      -7.015474573,      -7.082566366,      -12.20301098
          0,           0,        2751,      -6.180111495,      -7.218726258,       -7.24944245,      -12.20815796
          0,           0,        2752,      -6.185128907,      -7.334462489,      -7.343824647,      -12.20021905
          0,           0,        2753,      -6.187145256,       -7.42990689,      -7.442257182,      -12.24221718
          0,           0,        2754,       -6.18812106,      -7.520219458,      -7.490593783,      -12.27469795
          0,           0,        2755,      -6.188787397,      -7.623959277,      -7.574128358,      -12.32245137
          0,           0,        2756,      -6.189451994,      -7.721789331,      -7.642709839,      -12.35556081
          0,           0,        2757,       -6.19009078,      -7.793815724,      -7.695199431,      -12.36792689
          0,           0,        2758,        -6.1905865,      -7.847738645,      -7.733154174,      -12.38499573
          0,           0,        2759,      -6.302929865,      -7.885603111,      -7.761752493,      -12.05410772
          0,           0,        2760,      -6.175822762,      -7.102599654,      -7.167207989,      -12.16982234
          0,           0,        2761,      -6.183792575,      -7.276868073,      -7.285788858,      -12.14995318
          0,           0,        2762,       -6.34113231,      -7.379483254,      -7.361030127,      -12.04675771
          0,           0,        2763,      -6.356140202,      -7.008825069,      -7.090878529,      -11.88654123
          0,           0,        2764,      -6.149316843,      -7.067895414,      -7.138082164,      -12.01451176
          0,           0,        2765,       -6.16913969,      -6.998164058,      -7.028157904,      -11.88338311
          0,           0,        2766,      -6.177943501,       -7.06199894,      -7.075144824,      -11.85985433
          0,           0,        2767,      -6.181679364,      -7.133907987,      -7.109031778,      -11.87310613
          0,           0,        2768,      -6.183703778,      -7.207902358,      -7.147767403,       -11.8926186
          0,           0,        2769,      -6.185159508,      -7.287707462,      -7.205922344,      -11.91336767
          0,           0,        2770,      -6.186589389,      -7.349279919,      -7.243278518,      -11.92412367
          0,           0,        2771,      -6.187876659,      -7.387430986,      -7.262391329,      -11.93219075
          0,           0,        2772,      -6.188892446,        -7.4103845,       -7.27367575,       -11.9368224
          0,           0,        2773,      -6.189641241,      -7.426424047,      -7.287851615,      -11.93596009
          0,           0,        2774,      -6.190168684,      -7.439159475,      -7.304413854,      -11.93676438
          0,           0,        2775,      -6.190535829,      -7.446944055,      -7.316886122,      -11.94210427
          0,           0,        2776,      -6.309190593,       -7.45207537,      -7.325942937,      -11.85709282
          0,           0,        2777,      -6.174034277,      -7.041707794,      -7.076445541,      -11.91008184
          0,           0,        2778,      -6.182800605,      -7.187387325,      -7.162677856,      -11.90483413
          0,           0,        2779,      -6.186551744,      -7.265702724,      -7.212969758,      -11.90002916
          0,           0,        2780,       -6.29601211,      -7.321556704,      -7.250345474,      -11.89708555
          0,           0,        2781,      -6.174315172,      -7.113192917,      -7.116945356,      -11.93106005
          0,           0,        2782,      -6.181773874,      -7.280872412,      -7.252095543,      -11.92987781
          0,           0,        2783,      -6.185455256,      -7.342804546,      -7.284511052,      -11.92549877
          0,           0,        2784,      -6.187148797,      -7.380392706,      -7.317291651,      -11.93113295
          0,           0,        2785,      -6.301571779,      -7.413671039,      -7.330342526,      -11.86791291
          0,           0,        2786,      -6.172967469,      -7.068278122,       -7.09319299,      -11.92215451
          0,           0,        2787,      -6.181363282,      -7.234850803,      -7.206033658,       -11.9291965
          0,           0,        2788,      -6.185493711,      -7.313356118,        -7.2608605,      -11.93479374
          0,           0,        2789,      -6.187203638,      -7.370678067,      -7.309897223,       -11.9478026
          0,           0,        2790,      -6.188045346,      -7.421127969,      -7.337821992,      -11.95355647
          0,           0,        2791,      -6.188735574,      -7.473745264,      -7.377931593,      -11.95663208
          0,           0,        2792,      -6.189362529,      -7.522294655,      -7.416436626,      -11.96011128
          0,           0,        2793,      -6.189940616,      -7.563025373,      -7.452868078,      -11.97263298
          0,           0,        2794,       -6.19041582,      -7.596720129,      -7.483227082,      -12.00206937
          0,           0,        2795,      -6.320518209,      -7.619582125,      -7.503010462,      -11.88196258
          0,           0,        2796,      -6.171117689,      -7.007005144,       -7.06667426,      -11.98162702
          0,           0,        2797,      -6.181533063,      -7.171975073,      -7.173639731,      -11.98118922
          0,           0,        2798,      -6.185963152,      -7.267331782,      -7.237380586,      -11.96763407
          0,           0,        2799,       -6.18762303,      -7.341727634,      -7.292340437,      -11.96399308
          0,           0,        2800,      -6.188387667,      -7.413148572,      -7.332182859,      -11.96658318
          0,           0,        2801,      -6.318608145,      -7.493597655,      -7.397995252,      -11.85487538
          0,           0,        2802,      -6.169747673,      -7.004893577,      -7.057970465,      -11.96461431
          0,           0,        2803,      -6.180385241,      -7.188035357,      -7.187844327,      -12.00942004
          0,           0,        2804,       -6.18528612,      -7.298065804,      -7.279300885,      -12.05359358
          0,           0,        2805,      -6.187235952,      -7.388249882,      -7.363578771,      -12.10071759
          0,           0,        2806,      -6.188171244,      -7.470218756,      -7.413408546,      -12.12857071
          0,           0,        2807,      -6.188740809,      -7.561453063,      -7.485754996,      -12.15984272
          0,           0,        2808,      -6.189472846,      -7.650638083,      -7.557084366,      -12.18551817
          0,           0,        2809,      -6.190072156,      -7.730943829,      -7.632437113,      -12.21405349
          0,           0,        2810,      -6.190611506,      -7.802012603,      -7.696016073,      -12.25777638
          0,           0,        2811,      -6.190955094,      -7.855312086,       -7.73733474,      -12.30258321
          0,           0,        2812,      -6.191168052,      -7.896018363,      -7.768707629,      -12.33472281
          0,           0,        2813,      -6.191451983,       -7.92112653,      -7.786062003,      -12.35831285
          0,           0,        2814,      -6.191583407,      -7.926929764,      -7.786622309,      -12.37959004
          0,           0,        2815,      -6.191678588,      -7.925386709,      -7.785677291,      -12.39764456
          0,           0,        2816,      -6.191687323,      -7.928316949,      -7.795284563,       -12.4081072
          0,           0,        2817,      -6.191800791,      -7.939386546,      -7.815041644,      -12.40888328
          0,           0,        2818,      -6.191832585,      -7.958084155,       -7.83893028,      -12.40298598
          0,           0,        2819,      -6.288791918,      -7.981514366,       -7.86211272,      -12.11449391
          0,           0,        2820,      -6.179309124,      -7.174954376,       -7.24175379,      -12.23259716
          0,           0,        2821,       -6.18560782,      -7.350306818,      -7.366838047,      -12.22641172
          0,           0,        2822,      -6.188211794,      -7.461372502,      -7.454780137,      -12.22982423
          0,           0,        2823,      -6.315462253,      -7.548115361,      -7.520819441,      -12.09917331
          0,           0,        2824,      -6.171491261,       -7.06735204,       -7.12872932,      -12.29279266
          0,           0,        2825,      -6.368643728,      -7.275635472,      -7.323679204,        -11.888198
          0,           0,        2826,      -6.148056296,      -6.947451497,      -7.056914879,      -12.06875096
          0,           0,        2827,      -6.384015319,      -7.038312476,       -7.10463496,      -12.04899964
          0,           0,        2828,      -6.393304514,      -7.182740731,      -7.314591527,      -11.96877284
          0,           0,        2829,      -6.131791589,      -7.275022083,      -7.289927788,      -11.99011783
          0,           0,        2830,      -6.157608024,      -6.988918039,      -7.029926443,      -11.79304395
          0,           0,        2831,      -6.170137999,      -7.000283241,      -7.017702685,      -11.76721237
          0,           0,        2832,       -6.17624834,      -7.054105696,      -7.029043259,      -11.78754945
          0,           0,        2833,      -6.179732981,      -7.118689364,      -7.059682512,      -11.81144088
          0,           0,        2834,      -6.182083201,      -7.192635852,      -7.114334115,      -11.83146404
          0,           0,        2835,      -6.184281528,      -7.251155828,      -7.145636664,      -11.84269925
          0,           0,        2836,      -6.186122789,      -7.287116158,      -7.159430252,      -11.84705261
          0,           0,        2837,      -6.187568389,      -7.308718179,      -7.170540181,      -11.84396512
          0,           0,        2838,      -6.283037631,      -7.322298556,      -7.184119385,      -11.79980077
          0,           0,        2839,      -6.177335087,      -7.103540022,      -7.075919622,      -11.81208986
          0,           0,        2840,      -6.343979406,      -7.201886197,       -7.12004063,      -11.75457583
          0,           0,        2841,      -6.336041468,      -6.996196088,      -7.025839545,      -11.72251018
          0,           0,        2842,      -6.152026534,      -7.057605954,       -7.05101564,      -11.73848147
          0,           0,        2843,      -6.169922197,         -6.965196,      -6.953412307,      -11.68840685
          0,           0,        2844,      -6.177612774,       -7.01080093,      -6.981998396,      -11.67635457
          0,           0,        2845,      -6.181027918,      -7.059663788,      -6.998817026,      -11.68010602
          0,           0,        2846,      -6.182859177,      -7.106830612,      -7.023766656,      -11.68933279
          0,           0,        2847,      -6.184352088,      -7.149143163,      -7.053685775,       -11.6995103
          0,           0,        2848,      -6.185686904,      -7.176730174,      -7.071806522,      -11.70803322
          0,           0,        2849,      -6.186998978,       -7.19361977,      -7.081980223,      -11.71620514
          0,           0,        2850,      -6.315211215,      -7.207262219,      -7.090986134,      -11.66968451
          0,           0,        2851,      -6.359957315,      -6.957152844,      -6.952434686,      -11.60185589
          0,           0,        2852,       -6.15007039,       -6.91184311,      -6.919324685,      -11.63681253
          0,           0,        2853,      -6.169692967,       -6.91337515,       -6.89051409,      -11.61257781
          0,           0,        2854,      -6.321283209,      -6.976594903,      -6.933499523,      -11.65454017
          0,           0,        2855,      -6.161925884,      -7.009784227,      -6.960026893,      -11.65912146
          0,           0,        2856,      -6.173369827,      -7.121946623,      -7.062823572,      -11.65895351
          0,           0,        2857,      -6.178910453,      -7.152351087,      -7.066265712,      -11.66766219
          0,           0,        2858,      -6.342789233,      -7.178399615,      -7.086973257,      -11.63613251
          0,           0,        2859,      -6.154262244,      -6.874669383,      -6.895921728,      -11.69653249
          0,           0,        2860,      -6.170861954,      -7.047104098,      -7.019322204,      -11.71350261
          0,           0,        2861,      -6.178780722,      -7.116026064,      -7.049885461,      -11.72068529
          0,           0,        2862,      -6.182344384,      -7.171341133,      -7.103357283,      -11.73093674
          0,           0,        2863,      -6.184294184,      -7.226663674,      -7.135617141,       -11.7394521
          0,           0,        2864,      -6.185642949,      -7.289658537,      -7.182655158,      -11.75454401
          0,           0,        2865,      -6.186869601,      -7.351748236,      -7.229560628,      -11.77928787
          0,           0,        2866,      -6.187984269,      -7.401572147,      -7.271437789,      -11.81683805
          0,           0,        2867,      -6.313399907,      -7.434603618,      -7.301179964,      -11.78074509
          0,           0,        2868,      -6.171159268,      -7.016326104,      -7.045997049,      -11.84469025
          0,           0,        2869,      -6.366380262,      -7.165070059,      -7.129829215,      -11.73713166
          0,           0,        2870,      -6.148494451,      -6.928825701,      -7.001821843,      -11.78746232
          0,           0,        2871,      -6.169306352,      -7.003884163,      -7.027619888,      -11.73598722
          0,           0,        2872,      -6.362604567,      -7.055182219,      -7.035205921,      -11.78092658
          0,           0,        2873,      -6.146630437,      -6.931200523,      -6.976289052,      -11.84582758
          0,           0,        2874,      -6.330006886,      -7.114737918,      -7.172282375,      -11.87795275
          0,           0,        2875,      -6.154835699,      -7.285261086,      -7.262096828,      -11.87758114
          0,           0,        2876,      -6.169531273,      -7.150827651,       -7.16233086,      -11.82610772
          0,           0,        2877,      -6.356721667,      -7.154179966,      -7.148962577,      -11.80706616
          0,           0,        2878,      -6.148177496,      -6.921340423,      -6.963069103,      -11.87483405
          0,           0,        2879,       -6.38049778,      -7.134308916,      -7.177450249,      -11.80820124
          0,           0,        2880,      -6.142252894,      -7.079860156,       -7.12047323,      -11.87148443
          0,           0,        2881,      -6.163398383,      -7.082763634,      -7.105205653,      -11.80899168
          0,           0,        2882,      -6.302958121,      -7.085227358,       -7.08979218,      -11.89392814
          0,           0,        2883,      -6.325904659,      -7.129480034,      -7.110628269,       -11.8571995
          0,           0,        2884,      -6.150802159,      -7.152741123,      -7.141862659,      -11.92033421
          0,           0,        2885,      -6.364624895,      -7.142625592,      -7.166263669,       -11.9063152
          0,           0,        2886,      -6.415334245,      -7.147238112,      -7.233125224,      -11.78753227
          0,           0,        2887,      -6.125081659,      -7.086091546,      -7.089160332,      -11.90035853
          0,           0,        2888,      -6.153691248,      -6.975000765,      -6.999132919,      -11.76502776
          0,           0,        2889,      -6.168118483,      -6.986511325,      -6.998033952,      -11.74001911
          0,           0,        2890,      -6.175124838,      -7.041397807,      -7.026414862,      -11.76214686
          0,           0,        2891,        -6.1790701,       -7.10795937,      -7.060290643,      -11.79098817
          0,           0,        2892,      -6.318104677,      -7.193525362,      -7.135490962,      -11.73095094
          0,           0,        2893,       -6.16304094,      -6.947698229,      -6.965587059,      -11.79662788
          0,           0,        2894,      -6.175386916,      -7.122018056,      -7.067960779,       -11.8264067
          0,           0,        2895,      -6.337338658,      -7.206422704,      -7.132919666,       -11.8330031
          0,           0,        2896,      -6.160734393,      -7.014166353,      -7.043318835,      -11.87395061
          0,           0,        2897,      -6.174429902,      -7.165619909,      -7.162446837,      -11.85518576
          0,           0,        2898,      -6.180635256,      -7.209902195,      -7.160153064,      -11.85181842
          0,           0,        2899,      -6.183656496,      -7.247872739,      -7.186065329,      -11.86136915
          0,           0,        2900,       -6.18532632,      -7.300513964,      -7.214402732,      -11.87042255
          0,           0,        2901,      -6.186622148,      -7.361964227,      -7.262999362,      -11.88544186
          0,           0,        2902,      -6.187695643,      -7.416176776,      -7.305342085,      -11.91070702
          0,           0,        2903,      -6.188734006,      -7.455338011,      -7.334831913,      -11.94374065
          0,           0,        2904,      -6.189456094,      -7.486345679,      -7.359846429,       -11.9758218
          0,           0,        2905,      -6.190127056,      -7.514587442,      -7.386681577,      -11.99838458
          0,           0,        2906,       -6.19054923,      -7.540862674,      -7.414144681,       -12.0111849
          0,           0,        2907,      -6.190851608,       -7.56536586,      -7.438740993,      -12.01891857
          0,           0,        2908,      -6.191073446,      -7.591485736,      -7.461655965,      -12.02624871
          0,           0,        2909,      -6.191121505,      -7.622550084,      -7.486699335,      -12.03745225
          0,           0,        2910,      -6.191371241,      -7.655406422,      -7.514944006,      -12.05491955
          0,           0,        2911,      -6.191457312,      -7.681457598,      -7.543440453,      -12.07651905
          0,           0,        2912,      -6.191525181,      -7.696803004,      -7.567520549,      -12.09602526
          0,           0,        2913,      -6.191583847,      -7.708529544,       -7.58608844,      -12.10890922
          0,           0,        2914,      -6.191635758,      -7.726364207,      -7.604334054,       -12.1181809
          0,           0,        2915,      -6.191680034,      -7.752803416,      -7.628813559,      -12.13193997
          0,           0,        2916,      -6.322766972,       -7.78215654,      -7.660068854,      -11.92247304
          0,           0,        2917,      -6.347325881,      -7.004351963,      -7.076183014,      -11.79756749
          0,           0,        2918,      -6.155884021,      -6.991669124,       -7.06673324,      -11.89879843
          0,           0,        2919,      -6.173614429,      -6.980571593,      -6.997753829,      -11.84802579
          0,           0,        2920,      -6.180980882,      -7.066775991,      -7.068897844,      -11.84752316
          0,           0,        2921,      -6.338280862,      -7.148359347,      -7.110313297,        -11.863733
          0,           0,        2922,      -6.159232481,      -6.928792744,      -6.957882433,      -11.97867686
          0,           0,        2923,      -6.173620032,      -7.155141461,        -7.1865399,      -11.99990676
          0,           0,        2924,      -6.180659913,      -7.251719746,      -7.227735604,      -11.99856629
          0,           0,        2925,      -6.183918091,      -7.322713398,      -7.310639044,       -12.0364125
          0,           0,        2926,      -6.185764838,      -7.387385803,       -7.33618442,      -12.06276385
          0,           0,        2927,      -6.186994279,      -7.455455495,      -7.383278676,      -12.07941045
          0,           0,        2928,      -6.188068407,      -7.514581639,      -7.418769586,      -12.08597633
          0,           0,        2929,      -6.323004276,      -7.548546272,      -7.440666659,       -11.8765108
          0,           0,        2930,      -6.168899038,      -6.989394293,      -7.043062081,      -11.95145345
          0,           0,        2931,      -6.180158013,      -7.150720024,      -7.140481784,      -11.93715611
          0,           0,        2932,      -6.185112922,      -7.238732684,      -7.201685488,      -11.92602926
          0,           0,        2933,      -6.187027719,      -7.304970301,      -7.254271757,      -11.93130556
          0,           0,        2934,      -6.187909112,       -7.36546549,      -7.285987837,      -11.94254067
          0,           0,        2935,      -6.188399718,      -7.426914542,      -7.332064248,      -11.96028837
          0,           0,        2936,      -6.290631512,      -7.478149106,      -7.373300399,       -11.8869311
          0,           0,        2937,      -6.176350381,      -7.116553246,      -7.143108427,      -11.94794851
          0,           0,        2938,      -6.183566528,      -7.268111385,        -7.2320484,      -11.96617952
          0,           0,        2939,      -6.186886301,      -7.350876163,      -7.298676233,       -11.9827393
          0,           0,        2940,      -6.323125121,      -7.412797122,      -7.352334877,      -11.92724199
          0,           0,        2941,      -6.168411142,      -7.015256892,      -7.064882741,      -12.02169644
          0,           0,        2942,      -6.179375567,      -7.205725895,      -7.224910934,      -12.01880711
          0,           0,        2943,      -6.343604307,      -7.296153166,      -7.274609593,      -11.96776116
          0,           0,        2944,      -6.160841218,      -7.008816516,      -7.082636161,      -12.05413789
          0,           0,        2945,      -6.175118657,      -7.184013652,      -7.249404456,      -11.99055581
          0,           0,        2946,       -6.32491779,       -7.25139569,      -7.255775198,      -12.01776722
          0,           0,        2947,      -6.164171191,      -7.113124574,       -7.16571578,      -12.05436622
          0,           0,        2948,      -6.175832803,      -7.294213804,      -7.371161695,      -12.01176683
          0,           0,        2949,      -6.348569446,      -7.340718284,       -7.36300239,      -11.94228559
          0,           0,        2950,      -6.156254026,      -6.986819898,      -7.066962885,      -12.08066647
          0,           0,        2951,      -6.172226387,      -7.188192339,      -7.277103774,      -12.04889717
          0,           0,        2952,      -6.356928366,      -7.251414456,      -7.275887305,      -12.01901352
          0,           0,        2953,      -6.152319531,      -6.980425554,      -7.066716651,      -12.19548808
          0,           0,        2954,      -6.365814412,      -7.181161553,      -7.296414812,      -12.06741045
          0,           0,        2955,      -6.149626497,      -7.189538429,      -7.304016385,      -12.11348917
          0,           0,        2956,      -6.326950624,      -7.152963039,      -7.225722268,       -12.1897642
          0,           0,        2957,      -6.156133389,      -7.367338152,      -7.477315041,      -12.09512905
          0,           0,        2958,      -6.170148323,      -7.235658286,      -7.330342738,      -11.99092454
          0,           0,        2959,      -6.329020689,      -7.230923763,      -7.276278824,      -12.03966903
          0,           0,        2960,      -6.159014896,      -7.054002975,       -7.09741821,      -12.16166213
          0,           0,        2961,      -6.172265821,      -7.277926884,      -7.362825732,      -12.12939067
          0,           0,        2962,      -6.179101181,      -7.328622109,      -7.353483705,      -12.11324764
          0,           0,        2963,      -6.182762473,      -7.378038973,       -7.41886914,      -12.14713672
          0,           0,        2964,      -6.184931838,      -7.446719397,      -7.450808051,      -12.18845108
          0,           0,        2965,      -6.186515244,      -7.534308781,      -7.515204722,      -12.23258189
          0,           0,        2966,      -6.342890776,        -7.6181347,       -7.56639308,      -11.83156541
          0,           0,        2967,      -6.349671111,      -6.878344242,      -6.954906757,      -11.73760764
          0,           0,        2968,      -6.403272353,      -6.969385285,      -6.998431099,      -11.70089257
          0,           0,        2969,      -6.132192852,      -7.024713126,      -6.997842744,      -11.72976343
          0,           0,        2970,      -6.158981446,      -6.872901598,      -6.872061825,      -11.64710159
          0,           0,        2971,      -6.170957995,      -6.911362029,      -6.897745176,      -11.63734177
          0,           0,        2972,      -6.176543119,      -6.971296134,      -6.914466314,       -11.6536924
          0,           0,        2973,      -6.179566355,      -7.036613107,      -6.951563425,      -11.67498794
          0,           0,        2974,      -6.313662547,      -7.104767187,      -7.005049214,      -11.63704512
          0,           0,        2975,        -6.1638834,      -6.923617578,      -6.904449698,      -11.68019115
          0,           0,        2976,      -6.368107129,      -7.060835714,      -6.975641143,      -11.62163097
          0,           0,        2977,      -6.145017093,      -6.904685912,      -6.913602687,      -11.66577843
          0,           0,        2978,      -6.365782479,      -6.972690013,      -6.945015321,      -11.67812227
          0,           0,        2979,      -6.148030845,      -7.098584884,      -7.051954929,       -11.6758664
          0,           0,        2980,      -6.166014826,      -7.036729952,       -7.00735583,      -11.65274396
          0,           0,        2981,      -6.174328444,      -7.041793945,       -6.99179782,      -11.65726292
          0,           0,        2982,      -6.178674679,      -7.081700652,      -7.009485956,      -11.67273838
          0,           0,        2983,      -6.181320869,      -7.134929501,      -7.043923052,      -11.69120004
          0,           0,        2984,      -6.183307069,      -7.189977646,      -7.084906203,      -11.71330623
          0,           0,        2985,      -6.185065205,      -7.233798483,      -7.112592019,      -11.73613019
          0,           0,        2986,      -6.186576989,      -7.268959281,      -7.133724681,      -11.75536071
          0,           0,        2987,      -6.187773248,      -7.302009535,      -7.158046956,      -11.76988547
          0,           0,        2988,      -6.188664221,      -7.332232713,      -7.185795361,      -11.78324038
          0,           0,        2989,       -6.18931324,      -7.355800316,      -7.210981643,      -11.79759623
          0,           0,        2990,      -6.297687044,       -7.37416003,      -7.231152761,      -11.76814814
          0,           0,        2991,      -6.175506286,      -7.070935578,      -7.075229845,      -11.80327068
          0,           0,        2992,      -6.183158493,      -7.205221678,      -7.149741824,      -11.81146518
          0,           0,        2993,      -6.186591669,      -7.276249602,      -7.199873298,      -11.82544729
          0,           0,        2994,      -6.187920462,      -7.326322786,       -7.24037488,      -11.84851382
          0,           0,        2995,       -6.31851137,      -7.364554347,        -7.2642652,      -11.80171619
          0,           0,        2996,      -6.169080258,      -6.993093879,      -7.026851333,      -11.86919731
          0,           0,        2997,       -6.17975599,      -7.163704143,      -7.146360486,      -11.87520132
          0,           0,        2998,      -6.184662389,      -7.252771403,      -7.209622479,      -11.87791256
          0,           0,        2999,      -6.186665542,      -7.319545616,      -7.270779718,      -11.89622026
          0,           0,        3000,      -6.187657506,      -7.377488733,      -7.306854553,      -11.92055173
          0,           0,        3001,      -6.188346118,      -7.436987611,      -7.352672008,      -11.95249828
          0,           0,        3002,      -6.296310672,      -7.488309281,      -7.387967914,      -11.87780954
          0,           0,        3003,      -6.175143213,      -7.093941651,      -7.126456893,       -11.9312423
          0,           0,        3004,      -6.340314856,      -7.249227693,      -7.219804722,      -11.85033776
          0,           0,        3005,      -6.163180969,       -7.07087434,      -7.136339105,       -11.8927251
          0,           0,        3006,      -6.176571723,      -7.133122607,      -7.146689206,      -11.86156971
          0,           0,        3007,      -6.182226204,      -7.187756367,      -7.172827704,      -11.86320953
          0,           0,        3008,      -6.299931122,      -7.243372487,       -7.19971035,      -11.89121409
          0,           0,        3009,      -6.170407897,      -7.082773541,      -7.082688571,      -11.95324341
          0,           0,        3010,      -6.179087519,      -7.280045228,      -7.259453944,      -11.96810641
          0,           0,        3011,      -6.183651045,      -7.354470159,      -7.308421852,      -11.97669653
          0,           0,        3012,      -6.185936389,      -7.407681854,      -7.364062978,      -12.00132771
          0,           0,        3013,      -6.187242906,      -7.461121011,       -7.39124543,      -12.01778167
          0,           0,        3014,       -6.18818018,       -7.51988395,      -7.433207787,      -12.02574865
          0,           0,        3015,      -6.188963459,      -7.576795571,      -7.473196478,      -12.03299941
          0,           0,        3016,      -6.189700712,      -7.624503684,      -7.510234352,      -12.05119025
          0,           0,        3017,      -6.190318596,      -7.664917059,      -7.543093424,      -12.08807567
          0,           0,        3018,      -6.190739658,      -7.693419104,      -7.565245304,      -12.13434108
          0,           0,        3019,      -6.191037662,      -7.708148928,      -7.576591675,      -12.16592048
          0,           0,        3020,      -6.328180395,      -7.713910351,      -7.582649664,      -11.91093904
          0,           0,        3021,      -6.169105773,      -6.974531415,      -7.044840879,      -12.01500094
          0,           0,        3022,      -6.180788557,      -7.146889298,      -7.163066882,      -11.99814499
          0,           0,        3023,      -6.185766264,      -7.252246698,      -7.237303217,      -11.99439072
          0,           0,        3024,      -6.187529934,      -7.335350568,       -7.30086539,      -12.01739555
          0,           0,        3025,      -6.297766567,      -7.406683058,      -7.334266836,       -11.9686632
          0,           0,        3026,      -6.173884064,      -7.093727046,      -7.122001828,      -12.07090662
          0,           0,        3027,      -6.295949912,       -7.28551817,      -7.270951625,      -12.02308993
          0,           0,        3028,      -6.379284772,      -7.283435916,      -7.315166869,      -11.83099913
          0,           0,        3029,      -6.147198195,      -7.025211072,      -7.089709549,      -11.93511696
          0,           0,        3030,      -6.370797222,      -7.012160174,      -7.050624461,      -11.97621408
          0,           0,        3031,      -6.148947777,      -7.214232838,       -7.29794526,      -11.94093649
          0,           0,        3032,       -6.37129315,      -7.116036995,      -7.168036395,      -12.01026339
          0,           0,        3033,      -6.146078721,      -7.174775826,      -7.222973887,      -12.01167923
          0,           0,        3034,      -6.164702109,      -7.178598166,       -7.24413145,      -11.89854375
          0,           0,        3035,      -6.173993211,      -7.155173562,      -7.172043788,      -11.87432122
          0,           0,        3036,      -6.178863838,      -7.191142601,      -7.185156362,      -11.88980796
          0,           0,        3037,      -6.181885366,      -7.243983643,      -7.203824824,      -11.91222076
          0,           0,        3038,      -6.184008648,      -7.306769084,      -7.240351984,      -11.93291126
          0,           0,        3039,      -6.330666732,      -7.359011821,      -7.263246291,      -11.77850592
          0,           0,        3040,       -6.16341479,      -6.930405398,      -6.967222642,      -11.83626687
          0,           0,        3041,      -6.176753552,      -7.086929182,      -7.052033325,      -11.82665185
          0,           0,        3042,      -6.182829116,      -7.163289914,      -7.102411938,      -11.82141375
          0,           0,        3043,      -6.185419575,      -7.218588678,      -7.148893767,      -11.83091785
          0,           0,        3044,      -6.186690014,      -7.269104206,      -7.176843326,      -11.84503829
          0,           0,        3045,      -6.187552479,      -7.322386061,      -7.219226315,       -11.8630495
          0,           0,        3046,      -6.188340456,      -7.368877711,      -7.261624436,       -11.8789309
          0,           0,        3047,      -6.306036664,      -7.402868339,      -7.297365549,      -11.81019371
          0,           0,        3048,      -6.173293757,      -7.043083502,      -7.070649895,      -11.86643258
          0,           0,        3049,       -6.18207234,      -7.187325848,      -7.154378355,      -11.87909937
          0,           0,        3050,      -6.186085133,      -7.264965544,      -7.212133326,      -11.89090283
