"Time_Iter","Outer_Iter","Inner_Iter",     "rms[P]"     ,     "rms[U]"     ,     "rms[V]"     ,     "rms[nu]"    
          0,           0,        1463,      -6.369916855,      -7.119499347,      -7.177321171,      -11.76774671
          0,           0,        1464,      -6.344335577,      -6.923709713,      -7.004459989,        -11.756642
          0,           0,        1465,      -6.145648366,      -7.016661031,      -7.043991798,       -11.7863825
          0,           0,        1466,      -6.167113282,       -6.90764151,      -6.918333973,      -11.71674148
          0,           0,        1467,      -6.176053071,      -6.971617149,      -6.969043676,      -11.71806588
          0,           0,        1468,      -6.180058644,      -7.042353649,      -6.992840389,      -11.74126704
          0,           0,        1469,      -6.182193844,      -7.117998112,      -7.039261056,      -11.77052347
          0,           0,        1470,      -6.183934928,      -7.194344948,      -7.096303481,      -11.79120421
          0,           0,        1471,      -6.185570658,      -7.251245744,      -7.134621658,      -11.80163548
          0,           0,        1472,      -6.187010167,      -7.288285682,      -7.155286696,      -11.81202416
          0,           0,        1473,      -6.188240154,      -7.314702185,       -7.17145004,      -11.81909282
          0,           0,        1474,       -6.32491065,      -7.339042777,      -7.194064013,      -11.74134363
          0,           0,        1475,      -6.168078062,      -6.955148742,      -6.978679207,      -11.78408942
          0,           0,        1476,      -6.179605478,      -7.096021521,      -7.055753897,      -11.78489074
          0,           0,        1477,      -6.184647574,      -7.162644476,      -7.092183342,      -11.78685637
          0,           0,        1478,      -6.186539952,      -7.209168201,      -7.122117813,      -11.79356006
          0,           0,        1479,      -6.187397699,      -7.250888856,      -7.144383453,      -11.79847074
          0,           0,        1480,      -6.187988366,      -7.292714681,      -7.179177637,       -11.8072013
          0,           0,        1481,      -6.322481986,      -7.327553464,      -7.211272896,      -11.73213128
          0,           0,        1482,      -6.168146561,      -6.959936421,      -6.989089915,      -11.78664538
          0,           0,        1483,      -6.361991412,      -7.110169749,       -7.07882172,      -11.73623708
          0,           0,        1484,      -6.154506606,      -6.997019193,      -7.050372966,      -11.78068748
          0,           0,        1485,      -6.171935762,      -7.042436887,      -7.052171372,      -11.75297842
          0,           0,        1486,      -6.179272432,      -7.088961765,      -7.065389256,      -11.75356669
          0,           0,        1487,      -6.347651107,      -7.143420099,      -7.090525154,      -11.73994909
          0,           0,        1488,      -6.151859147,      -6.867862404,      -6.903403372,      -11.83534959
          0,           0,        1489,      -6.169797831,      -7.078580724,      -7.097956421,      -11.84441056
          0,           0,        1490,      -6.178519899,      -7.157226579,      -7.124132084,      -11.84186203
          0,           0,        1491,      -6.182381041,      -7.223954682,      -7.198687643,      -11.85944593
          0,           0,        1492,      -6.184484318,      -7.287182712,      -7.231165749,      -11.86931959
          0,           0,        1493,      -6.185902107,      -7.359951927,      -7.288256988,      -11.88136855
          0,           0,        1494,      -6.187128384,      -7.429838739,      -7.339920062,      -11.89831604
          0,           0,        1495,      -6.188303321,      -7.479380178,      -7.381754168,       -11.9235671
          0,           0,        1496,      -6.189219982,      -7.508689964,      -7.410784637,      -11.96146996
          0,           0,        1497,      -6.189899936,      -7.520293359,      -7.421782078,       -12.0021835
          0,           0,        1498,      -6.334033252,      -7.523843737,      -7.422678622,      -11.83602236
          0,           0,        1499,      -6.367932523,      -6.930478354,      -6.995353587,      -11.71639229
          0,           0,        1500,       -6.14783854,       -6.94153327,      -6.989861965,      -11.79331735
          0,           0,        1501,      -6.169171053,      -6.918407009,      -6.927023266,      -11.73519768
          0,           0,        1502,      -6.178325495,       -6.99293558,       -6.98404311,      -11.72844433
          0,           0,        1503,      -6.181920286,      -7.067426012,      -7.021796541,      -11.74492718
          0,           0,        1504,      -6.183733381,      -7.139326442,      -7.062861066,      -11.76855374
          0,           0,        1505,      -6.185013053,      -7.212110954,      -7.118711707,      -11.79228632
          0,           0,        1506,      -6.291844852,      -7.265565284,      -7.156871405,      -11.74655577
          0,           0,        1507,      -6.173416502,      -7.048572343,      -7.031534495,      -11.78397717
          0,           0,        1508,      -6.181412754,      -7.170032485,      -7.088141418,      -11.79890508
          0,           0,        1509,      -6.185255601,      -7.232499844,      -7.137394816,      -11.81177988
          0,           0,        1510,      -6.187058416,      -7.281366592,      -7.183490119,       -11.8287429
          0,           0,        1511,      -6.187919738,      -7.325750803,      -7.217317031,      -11.84830879
          0,           0,        1512,      -6.188547612,       -7.36970518,      -7.252400679,      -11.86570929
          0,           0,        1513,      -6.189183143,      -7.411010052,      -7.287176829,      -11.87706263
          0,           0,        1514,      -6.189737448,      -7.446758305,      -7.319319998,      -11.88986621
          0,           0,        1515,      -6.190184863,       -7.47346523,      -7.342085327,      -11.90937195
          0,           0,        1516,      -6.300454682,      -7.492097034,      -7.357410777,      -11.85374532
          0,           0,        1517,      -6.175651703,      -7.082263063,      -7.110286556,      -11.90850427
          0,           0,        1518,      -6.183426059,      -7.231205701,      -7.198267316,      -11.91345467
          0,           0,        1519,      -6.186916982,       -7.31356631,      -7.252826045,      -11.91410429
          0,           0,        1520,      -6.316339997,       -7.37447106,      -7.295031356,      -11.88025013
          0,           0,        1521,      -6.170026048,      -7.042024151,      -7.075662836,      -11.92895344
          0,           0,        1522,      -6.179973414,      -7.232882501,      -7.235437313,      -11.92426718
          0,           0,        1523,      -6.184580753,      -7.324989647,      -7.288449436,      -11.92862462
          0,           0,        1524,      -6.186612408,      -7.391274764,         -7.347635,      -11.96136214
          0,           0,        1525,      -6.187635899,      -7.450350251,      -7.374765558,      -12.00278303
          0,           0,        1526,      -6.188278199,      -7.503173206,      -7.409186291,      -12.03943086
          0,           0,        1527,      -6.324379035,      -7.542050506,      -7.429492296,       -11.8567505
          0,           0,        1528,      -6.168319875,      -6.978757389,      -7.032066264,      -11.92862089
          0,           0,        1529,      -6.179847982,      -7.147469232,       -7.13955116,      -11.91495658
          0,           0,        1530,      -6.184945937,      -7.248832996,      -7.218540085,      -11.91495482
          0,           0,        1531,      -6.186982064,      -7.333597618,       -7.29555375,      -11.94460821
          0,           0,        1532,      -6.187919809,      -7.415177933,      -7.347198037,       -11.9943357
          0,           0,        1533,      -6.188564155,      -7.501767015,      -7.413741094,      -12.06105243
          0,           0,        1534,      -6.320123117,      -7.575208594,      -7.467405504,      -11.89507931
          0,           0,        1535,       -6.16981462,      -7.003118193,      -7.059245898,       -12.0052561
          0,           0,        1536,      -6.180596464,      -7.176302268,      -7.171058579,      -12.01069426
          0,           0,        1537,      -6.185369263,      -7.282916945,      -7.255991869,      -12.01568526
          0,           0,        1538,      -6.187362498,      -7.373824164,      -7.340979969,      -12.04460605
          0,           0,        1539,      -6.337902674,      -7.464072884,      -7.402214491,      -11.88449151
          0,           0,        1540,      -6.162169599,      -6.919830995,      -6.989992796,      -12.06682009
          0,           0,        1541,      -6.176647514,        -7.1228351,      -7.160919764,      -12.08168099
          0,           0,        1542,      -6.358567306,      -7.239535983,      -7.244532198,      -11.97154352
          0,           0,        1543,      -6.150293702,      -6.926901795,      -7.022566993,      -12.18761575
          0,           0,        1544,      -6.169975421,      -7.113769892,      -7.229042695,      -12.04233753
          0,           0,        1545,      -6.178697796,      -7.172582275,      -7.194861452,      -11.99115314
          0,           0,        1546,      -6.182510326,      -7.235454649,      -7.246392689,      -12.01051855
          0,           0,        1547,      -6.346794932,      -7.308979542,      -7.273475012,      -11.81136264
          0,           0,        1548,       -6.15225813,      -6.849657266,      -6.910920473,      -11.98271336
          0,           0,        1549,      -6.170881667,      -7.061937204,      -7.094908112,      -11.99346595
          0,           0,        1550,       -6.36261138,      -7.163566574,      -7.152267703,      -11.95372555
          0,           0,        1551,      -6.147785354,      -6.942807507,      -7.028134307,      -12.09795998
          0,           0,        1552,      -6.167949812,       -7.12962957,      -7.238176822,      -11.97878928
          0,           0,        1553,      -6.177143648,      -7.166885468,       -7.18101983,      -11.94216533
          0,           0,        1554,      -6.338171471,      -7.221072196,      -7.223963705,      -11.94805566
          0,           0,        1555,      -6.158260074,      -6.961755175,      -7.003002396,      -12.09518287
          0,           0,        1556,      -6.172762428,      -7.203721704,      -7.265684562,      -12.10089195
          0,           0,        1557,      -6.179959922,      -7.291669384,      -7.293213858,       -12.0937774
          0,           0,        1558,        -6.1834251,      -7.360430712,      -7.391362002,       -12.1402885
          0,           0,        1559,      -6.185475818,      -7.438289652,      -7.433465487,      -12.18589759
          0,           0,        1560,      -6.186842592,      -7.536404917,      -7.514697077,       -12.2339908
          0,           0,        1561,      -6.187983786,      -7.639668545,      -7.586198393,      -12.26863053
          0,           0,        1562,      -6.189039432,       -7.71702452,      -7.632712767,      -12.28352357
          0,           0,        1563,      -6.189844055,      -7.764021674,      -7.657090348,      -12.29581558
          0,           0,        1564,      -6.190433222,      -7.785202263,      -7.664085597,      -12.30412373
          0,           0,        1565,      -6.190804909,      -7.795288948,      -7.668431719,      -12.30735249
          0,           0,        1566,      -6.301949278,      -7.800074418,      -7.672596466,      -12.04703506
          0,           0,        1567,      -6.176145132,      -7.104922042,      -7.167762772,      -12.16175075
          0,           0,        1568,      -6.183966753,      -7.275146689,      -7.280055026,      -12.14078975
          0,           0,        1569,      -6.187415216,      -7.372100152,      -7.349318117,      -12.12297965
          0,           0,        1570,      -6.188695509,      -7.444283208,      -7.401056259,      -12.12492734
          0,           0,        1571,      -6.189145956,      -7.504639941,      -7.428724648,      -12.12840414
          0,           0,        1572,      -6.189623222,      -7.560718728,      -7.470147274,      -12.13941177
          0,           0,        1573,      -6.318426989,      -7.601782397,       -7.50143133,      -11.91489869
          0,           0,        1574,      -6.171058499,      -7.013181363,      -7.070818164,      -12.01563123
          0,           0,        1575,      -6.181364215,      -7.183235503,      -7.182705974,      -12.01791285
          0,           0,        1576,       -6.18591997,      -7.287075972,      -7.264466846,      -12.02164735
          0,           0,        1577,      -6.187569154,      -7.371446019,      -7.338585394,      -12.04273198
          0,           0,        1578,      -6.188404643,      -7.448742486,      -7.384650117,      -12.06871606
          0,           0,        1579,      -6.188864748,      -7.529090123,      -7.446846588,      -12.10188969
          0,           0,        1580,      -6.315828434,       -7.59776824,      -7.502020086,      -11.91316734
          0,           0,        1581,      -6.171232345,      -7.024404023,      -7.082051036,      -12.01842278
          0,           0,        1582,      -6.181388265,      -7.196066629,      -7.194940355,      -12.03244457
          0,           0,        1583,      -6.185888498,      -7.299466191,      -7.278330281,      -12.04684523
          0,           0,        1584,      -6.331132284,      -7.383108407,      -7.353639315,      -11.98678272
          0,           0,        1585,      -6.365996693,      -6.989507413,      -7.049001337,      -11.81219437
          0,           0,        1586,       -6.14725852,      -6.994004173,      -7.055867713,       -11.9713853
          0,           0,        1587,      -6.308766509,      -6.976046651,      -7.001155822,      -12.02838021
          0,           0,        1588,      -6.161186407,      -7.295611828,      -7.328327433,      -11.94718566
          0,           0,        1589,      -6.173155711,      -7.165987683,      -7.195883745,      -11.88430177
          0,           0,        1590,      -6.178764084,      -7.182997146,        -7.1811952,      -11.88416094
          0,           0,        1591,      -6.302762471,      -7.233906456,      -7.197972508,      -11.87277358
          0,           0,        1592,      -6.167224776,      -7.046892839,      -7.050814617,      -11.95354659
          0,           0,        1593,      -6.177113493,      -7.246535904,      -7.206905754,      -11.98160737
          0,           0,        1594,       -6.18231728,      -7.321481357,      -7.261748118,      -12.00132559
          0,           0,        1595,      -6.185118808,      -7.376919235,      -7.323402121,      -12.02448628
          0,           0,        1596,      -6.186630434,      -7.432719491,      -7.361473624,      -12.03624058
          0,           0,        1597,      -6.187808117,      -7.495337047,       -7.41059035,      -12.05213377
          0,           0,        1598,      -6.188734634,      -7.548521887,      -7.448162977,      -12.06636215
          0,           0,        1599,       -6.18952831,      -7.584261914,      -7.476184112,      -12.07561473
          0,           0,        1600,      -6.190145456,      -7.607267419,      -7.494515742,      -12.08528466
          0,           0,        1601,      -6.190454411,      -7.619329596,      -7.502188908,      -12.09471855
          0,           0,        1602,      -6.190927118,      -7.625439567,      -7.505394832,      -12.10145129
          0,           0,        1603,      -6.327126223,      -7.628907477,      -7.507948283,       -11.8924729
          0,           0,        1604,      -6.169357531,      -6.976090096,      -7.041599317,      -11.99017138
          0,           0,        1605,      -6.300077433,      -7.144060871,      -7.153141993,      -11.98661712
          0,           0,        1606,      -6.171186904,      -7.293925566,      -7.315555019,      -11.98361288
          0,           0,        1607,      -6.180133297,      -7.228279793,      -7.225607753,      -11.93606613
          0,           0,        1608,      -6.183908212,      -7.257057459,      -7.230275479,      -11.92525125
          0,           0,        1609,       -6.18571859,      -7.300855407,      -7.240315454,      -11.93053434
          0,           0,        1610,      -6.186745184,      -7.351449567,      -7.266106247,      -11.93982116
          0,           0,        1611,      -6.187706699,        -7.3970034,      -7.295613328,      -11.94534745
          0,           0,        1612,      -6.188538834,      -7.428035144,      -7.315456776,      -11.94614384
          0,           0,        1613,      -6.189382237,      -7.449259776,      -7.329454718,      -11.94294075
          0,           0,        1614,      -6.321459289,      -7.468768798,      -7.346494407,      -11.81620925
          0,           0,        1615,      -6.170113247,      -6.989771912,      -7.034592889,      -11.86221072
          0,           0,        1616,      -6.180781296,        -7.1455788,      -7.131774926,      -11.85715676
          0,           0,        1617,      -6.185540285,      -7.230559557,      -7.188605088,       -11.8654694
          0,           0,        1618,      -6.187288408,      -7.292720939,      -7.233153353,      -11.89273616
          0,           0,        1619,      -6.188069008,      -7.345983617,      -7.258138174,      -11.92263258
          0,           0,        1620,      -6.188501421,      -7.397112308,      -7.295164216,      -11.95027089
          0,           0,        1621,      -6.189145011,      -7.438070655,      -7.326715857,      -11.96582019
          0,           0,        1622,      -6.189808662,      -7.469382915,      -7.352664621,      -11.97137785
          0,           0,        1623,      -6.190302114,      -7.500516167,      -7.377973071,      -11.97469082
          0,           0,        1624,      -6.190573023,       -7.53680349,      -7.409675306,      -11.98033169
          0,           0,        1625,      -6.190977703,       -7.57914472,      -7.449571917,      -11.99376812
          0,           0,        1626,      -6.191182933,      -7.621091678,      -7.489017929,      -12.01809787
          0,           0,        1627,      -6.298478387,       -7.65489641,      -7.518745585,      -11.93893924
          0,           0,        1628,      -6.176949417,       -7.11234112,      -7.162270485,      -12.02251097
          0,           0,        1629,      -6.184332045,      -7.274811725,      -7.267053302,      -12.03688702
          0,           0,        1630,      -6.187576315,      -7.369261531,      -7.334102007,      -12.04665571
          0,           0,        1631,      -6.188769996,      -7.440343648,      -7.385716537,      -12.06101861
          0,           0,        1632,      -6.189240641,      -7.501737897,      -7.416485785,      -12.06766249
          0,           0,        1633,      -6.189632059,      -7.563337386,      -7.459278906,      -12.07351202
          0,           0,        1634,       -6.31038461,      -7.617289245,      -7.497157671,      -11.90985243
          0,           0,        1635,       -6.17300905,      -7.050558653,      -7.103098765,      -11.99722854
          0,           0,        1636,      -6.182294044,      -7.221310674,      -7.215823886,       -12.0161764
          0,           0,        1637,      -6.186395783,      -7.326423997,      -7.301331717,      -12.04157811
          0,           0,        1638,      -6.187981763,      -7.411956016,      -7.376212197,      -12.08031024
          0,           0,        1639,      -6.322417063,      -7.491774573,      -7.422176253,      -11.94656893
          0,           0,        1640,      -6.168489027,      -7.000469827,       -7.05781993,      -12.08951641
          0,           0,        1641,      -6.179553702,      -7.199999967,      -7.219274089,      -12.09049539
          0,           0,        1642,      -6.184788425,      -7.312859264,      -7.310148423,      -12.09230573
          0,           0,        1643,      -6.338294659,      -7.405970819,       -7.40735746,      -11.98922377
          0,           0,        1644,      -6.162260633,      -6.958427506,      -7.027716362,      -12.18953236
          0,           0,        1645,      -6.375930222,      -7.175129841,      -7.247868654,      -11.92186853
          0,           0,        1646,      -6.146600192,      -7.013910865,      -7.126060179,       -12.0756661
          0,           0,        1647,      -6.339181056,      -7.061155117,       -7.12555115,      -12.14865747
          0,           0,        1648,      -6.155195493,      -7.341783084,       -7.45339766,      -12.03303574
          0,           0,        1649,      -6.170097701,      -7.166822554,      -7.231792169,      -11.92086976
          0,           0,        1650,      -6.177048845,      -7.172363548,      -7.191118039,      -11.91094093
          0,           0,        1651,      -6.315724779,      -7.218772153,      -7.199930366,      -11.89372966
          0,           0,        1652,       -6.16358626,      -7.011171833,      -7.025627023,      -11.98473728
          0,           0,        1653,       -6.17509783,      -7.228890488,      -7.215505883,      -12.00628771
          0,           0,        1654,      -6.181135938,      -7.310101744,      -7.265129532,      -12.01940647
          0,           0,        1655,      -6.184265763,      -7.372168345,       -7.33898895,       -12.0504066
          0,           0,        1656,      -6.186083638,      -7.436249766,      -7.377904319,      -12.07440214
          0,           0,        1657,      -6.187335657,      -7.508331955,      -7.430606329,      -12.10127961
          0,           0,        1658,      -6.188389486,      -7.568938186,      -7.468829155,      -12.12004428
          0,           0,        1659,      -6.189205298,      -7.605013775,      -7.494370724,      -12.12658208
          0,           0,        1660,      -6.190000468,       -7.62501801,      -7.510572004,        -12.131437
          0,           0,        1661,       -6.19050622,      -7.634314266,      -7.517947592,      -12.13585017
          0,           0,        1662,      -6.190863626,      -7.638736407,      -7.522273932,      -12.13727677
          0,           0,        1663,      -6.191116279,      -7.640407134,      -7.525194232,      -12.13578979
          0,           0,        1664,      -6.191296766,      -7.639286299,       -7.52647643,      -12.13323632
          0,           0,        1665,        -6.1914258,       -7.63638711,      -7.527321919,       -12.1320708
          0,           0,        1666,      -6.319949155,      -7.632502847,      -7.527987951,      -11.92482634
          0,           0,        1667,      -6.171977188,        -7.0118325,      -7.075328377,      -12.02327927
          0,           0,        1668,      -6.363983061,       -7.17666965,      -7.185278249,      -11.87804413
          0,           0,        1669,      -6.155456979,      -7.000831677,      -7.098670642,      -11.95831302
          0,           0,        1670,      -6.173063455,      -7.058462703,       -7.09947193,      -11.88003617
          0,           0,        1671,      -6.180326517,      -7.113160537,      -7.110828743,      -11.85645562
          0,           0,        1672,      -6.183360871,      -7.174062397,      -7.139000795,      -11.86096201
          0,           0,        1673,      -6.184963384,       -7.23978501,      -7.170579672,      -11.86954858
          0,           0,        1674,      -6.186146007,       -7.30954912,        -7.2215769,      -11.87724787
          0,           0,        1675,       -6.18731933,      -7.365166926,      -7.261189369,      -11.88276728
          0,           0,        1676,      -6.188398675,      -7.401212073,      -7.285692982,      -11.89299847
          0,           0,        1677,      -6.189188626,       -7.42422936,      -7.302910636,      -11.90734434
          0,           0,        1678,      -6.189888532,      -7.440000092,      -7.320530106,      -11.92366534
          0,           0,        1679,      -6.190353853,      -7.448636525,       -7.33461251,      -11.94400042
          0,           0,        1680,      -6.190734511,      -7.448468346,      -7.338560048,      -11.96553048
          0,           0,        1681,      -6.190898358,      -7.444535915,      -7.337087895,      -11.97921738
          0,           0,        1682,       -6.19115531,      -7.444622565,      -7.339698806,      -11.98072933
          0,           0,        1683,      -6.327743182,      -7.452935261,      -7.351299525,      -11.83263165
          0,           0,        1684,      -6.169143881,      -6.960245481,      -7.016908745,      -11.90287151
          0,           0,        1685,      -6.180730988,      -7.120581956,      -7.124844884,      -11.89589821
          0,           0,        1686,      -6.185704915,       -7.21921121,      -7.196185429,      -11.89291014
          0,           0,        1687,      -6.187438781,      -7.298010423,      -7.259228317,      -11.90520536
          0,           0,        1688,      -6.188114856,      -7.365363386,      -7.295763072,      -11.92059562
          0,           0,        1689,      -6.188641344,      -7.426574964,      -7.341013295,      -11.94271992
          0,           0,        1690,      -6.189087542,      -7.468699609,      -7.369677555,      -11.96516697
          0,           0,        1691,      -6.189841509,      -7.489080227,      -7.381558903,      -11.98738951
          0,           0,        1692,      -6.190324868,      -7.498251479,      -7.383789642,      -12.00761606
          0,           0,        1693,      -6.190579463,      -7.505456739,      -7.388631391,      -12.01705051
          0,           0,        1694,      -6.190891965,      -7.517501974,      -7.402752471,      -12.01433363
          0,           0,        1695,      -6.191102244,      -7.535312405,      -7.422790041,      -12.00608724
          0,           0,        1696,      -6.191271513,      -7.558035748,      -7.444967105,      -11.99889116
          0,           0,        1697,      -6.191334341,      -7.585458696,      -7.469194009,      -11.99828805
          0,           0,        1698,       -6.19137409,      -7.615338785,       -7.49477367,      -12.00925698
          0,           0,        1699,      -6.327362349,      -7.642376453,      -7.517619963,      -11.86096118
          0,           0,        1700,      -6.169492692,      -6.974586028,       -7.04133102,      -11.96793932
          0,           0,        1701,      -6.180984281,      -7.144063455,       -7.15642234,      -11.98093868
          0,           0,        1702,       -6.18579587,      -7.247751712,      -7.226689604,      -11.98477962
          0,           0,        1703,      -6.187560328,      -7.328141795,      -7.284710622,      -11.99322703
          0,           0,        1704,      -6.188157888,      -7.398909135,      -7.318352966,      -11.99203668
          0,           0,        1705,      -6.188748384,      -7.472407371,      -7.373202322,      -11.99656235
          0,           0,        1706,      -6.189353821,      -7.538516357,      -7.424596131,      -12.00872062
          0,           0,        1707,      -6.189943389,      -7.588985306,      -7.465582391,      -12.03505317
          0,           0,        1708,      -6.319109627,      -7.624012972,      -7.489470884,      -11.88953606
          0,           0,        1709,       -6.17127343,      -7.013345622,        -7.0670947,      -11.97988772
          0,           0,        1710,       -6.18153637,      -7.178497447,      -7.172378765,      -11.97624914
          0,           0,        1711,      -6.186009238,      -7.275096284,      -7.238350996,      -11.97032192
          0,           0,        1712,      -6.187652102,      -7.349481265,        -7.2935741,      -11.98105093
          0,           0,        1713,      -6.188409491,      -7.419345521,      -7.329892566,      -11.99612587
          0,           0,        1714,      -6.188855813,      -7.496231663,       -7.38873734,      -12.02060773
          0,           0,        1715,      -6.189507445,      -7.567820816,      -7.446609158,      -12.05114153
          0,           0,        1716,      -6.312603888,      -7.620681158,      -7.490629059,      -11.90739148
          0,           0,        1717,      -6.172659521,      -7.042288585,      -7.092929901,      -12.00522601
          0,           0,        1718,      -6.182034938,       -7.20990186,      -7.199564427,      -12.01555124
          0,           0,        1719,      -6.186302657,      -7.311834873,      -7.276772542,      -12.02112399
          0,           0,        1720,      -6.187907965,      -7.393813793,       -7.34531491,      -12.04237884
          0,           0,        1721,       -6.32334005,      -7.471460635,      -7.390336822,      -11.92353841
          0,           0,        1722,      -6.387333832,      -6.995051417,      -7.050690162,      -11.71251069
          0,           0,        1723,      -6.140729575,      -6.901954568,      -6.961571121,      -11.87370921
          0,           0,        1724,      -6.165552232,      -6.916344985,      -6.942780444,       -11.8135971
          0,           0,        1725,      -6.176642653,      -6.995198006,      -7.003418903,      -11.81268993
          0,           0,        1726,      -6.181049618,      -7.081713148,       -7.06266075,      -11.84412403
          0,           0,        1727,      -6.183307912,      -7.165457293,       -7.10935216,      -11.88141404
          0,           0,        1728,      -6.184798456,      -7.261152563,       -7.18542424,      -11.92207984
          0,           0,        1729,      -6.186298034,      -7.345263523,      -7.246753543,      -11.94235148
          0,           0,        1730,      -6.344179217,      -7.405845845,      -7.288621624,      -11.71530756
          0,           0,        1731,      -6.154188153,      -6.828608131,       -6.88868506,      -11.80659087
          0,           0,        1732,      -6.316723422,      -6.993965796,        -6.9933456,      -11.81529549
          0,           0,        1733,      -6.373915133,      -7.194716178,      -7.154625745,      -11.79549161
          0,           0,        1734,        -6.1456665,      -7.156633985,      -7.133874015,      -11.80339636
          0,           0,        1735,      -6.165734832,       -7.01807039,      -7.027369185,      -11.73542168
          0,           0,        1736,      -6.174914912,      -7.036845558,      -7.011516574,      -11.72223821
          0,           0,        1737,      -6.179296426,      -7.084973161,      -7.028590376,      -11.73237069
          0,           0,        1738,      -6.335663089,      -7.143230998,      -7.060072528,       -11.6816138
          0,           0,        1739,      -6.157103769,      -6.882242581,      -6.895463847,      -11.75190088
          0,           0,        1740,      -6.172219708,       -7.06610239,      -7.025141437,      -11.77732874
          0,           0,        1741,      -6.179807611,      -7.149856469,       -7.07798823,      -11.79706007
          0,           0,        1742,      -6.183289046,      -7.219707271,       -7.15157333,      -11.82442922
          0,           0,        1743,      -6.185133857,      -7.284257397,       -7.19757249,      -11.85106056
          0,           0,        1744,      -6.186486376,      -7.353264955,      -7.252214049,       -11.8849656
          0,           0,        1745,      -6.187578183,       -7.41447982,      -7.296543223,      -11.91383267
          0,           0,        1746,      -6.188619421,      -7.461578365,      -7.334874329,      -11.93342097
          0,           0,        1747,      -6.189331283,      -7.498095363,      -7.366437378,      -11.95205024
          0,           0,        1748,      -6.190010847,      -7.523664454,      -7.389975585,      -11.96974732
          0,           0,        1749,      -6.319629749,      -7.543769424,      -7.410098123,       -11.8541407
          0,           0,        1750,      -6.170976121,       -7.00578646,      -7.057298552,      -11.92158858
          0,           0,        1751,      -6.181354182,      -7.169340093,       -7.15920472,      -11.91573858
          0,           0,        1752,      -6.185850986,      -7.262315281,      -7.219492655,      -11.91516683
          0,           0,        1753,      -6.187462076,      -7.331257881,      -7.268500705,      -11.93019928
          0,           0,        1754,      -6.293408865,       -7.38832051,      -7.296330644,      -11.89928379
          0,           0,        1755,      -6.174649473,      -7.102915758,      -7.118648988,      -11.96459823
          0,           0,        1756,      -6.182157721,      -7.280717662,      -7.246796411,      -11.97425477
          0,           0,        1757,      -6.185871512,      -7.365189358,      -7.310475276,      -11.97618183
          0,           0,        1758,      -6.187571543,      -7.427305171,      -7.368128042,      -11.99013911
          0,           0,        1759,      -6.328567247,       -7.47979146,      -7.401086032,      -11.86248824
          0,           0,        1760,      -6.166241092,      -6.965100993,      -7.022479527,      -11.96512383
          0,           0,        1761,      -6.178429962,      -7.151876678,      -7.163832621,       -11.9699249
          0,           0,        1762,      -6.184124925,      -7.252120293,       -7.23417099,      -11.96546282
          0,           0,        1763,      -6.186367484,      -7.331399416,      -7.308094894,      -11.97685753
          0,           0,        1764,      -6.187411402,      -7.405246787,      -7.350118835,      -11.98879114
          0,           0,        1765,      -6.188196883,      -7.487179439,      -7.418423031,      -12.01973507
          0,           0,        1766,      -6.188985542,      -7.561682118,      -7.477323442,      -12.06677033
          0,           0,        1767,      -6.189680661,      -7.613322722,      -7.517567309,      -12.12120384
          0,           0,        1768,      -6.190200257,      -7.645368174,      -7.536828127,      -12.16659329
          0,           0,        1769,       -6.19073916,      -7.664334119,      -7.546485754,      -12.17708082
          0,           0,        1770,      -6.191054702,      -7.684682226,      -7.564199662,      -12.16271476
          0,           0,        1771,      -6.191287267,       -7.71398561,       -7.59446283,       -12.1551348
          0,           0,        1772,      -6.325891329,      -7.753150831,      -7.636316823,       -11.9200642
          0,           0,        1773,      -6.391391087,      -6.989596317,      -7.063318237,      -11.69271698
          0,           0,        1774,      -6.396096149,       -6.87586671,      -6.945918299,      -11.68074873
          0,           0,        1775,       -6.12914083,      -6.956248799,      -6.967059118,      -11.73023465
          0,           0,        1776,      -6.158104114,      -6.827143776,      -6.835482335,      -11.64134034
          0,           0,        1777,      -6.310796314,      -6.881919435,      -6.878894246,      -11.73754358
          0,           0,        1778,      -6.158756918,      -6.984037155,      -6.916995269,      -11.73928962
          0,           0,        1779,      -6.170256823,      -7.110478673,      -7.054862773,      -11.74812521
          0,           0,        1780,      -6.342317452,      -7.147507383,      -7.067750379,      -11.70940578
          0,           0,        1781,      -6.153734016,      -6.934749299,      -6.941022869,      -11.75513876
          0,           0,        1782,      -6.169537718,      -7.092226978,       -7.04426506,      -11.76131496
          0,           0,        1783,       -6.17747789,      -7.135205755,      -7.064906484,      -11.76718121
          0,           0,        1784,      -6.344502601,      -7.179172246,      -7.112863023,        -11.735331
          0,           0,        1785,        -6.3256496,       -6.89452107,      -6.923242325,      -11.69749972
          0,           0,        1786,      -6.146869132,      -7.016445473,      -7.008695068,      -11.75136687
          0,           0,        1787,      -6.166678124,      -6.970576249,      -6.951500105,      -11.71110414
          0,           0,        1788,      -6.175822291,       -7.02147397,      -7.000598891,      -11.71064246
          0,           0,        1789,      -6.180027118,      -7.079497684,      -7.030653031,      -11.72522492
          0,           0,        1790,       -6.18239527,      -7.139394458,       -7.06634012,      -11.74415096
          0,           0,        1791,      -6.184082895,      -7.203786118,      -7.115202238,      -11.76455659
          0,           0,        1792,      -6.185678188,      -7.255352551,      -7.151442738,      -11.77739904
          0,           0,        1793,       -6.18707453,      -7.294199774,      -7.178714342,      -11.78746167
